"header","class","mechanism","group","F2O7_S29_L004","F2R23_S11_L004","F1O10_S21_L004","F2R33_S16_L004","F1O8_S19_L004","F2O15_S33_L004","F1O9_S20_L004","F2R24_S12_L004","F1R11_S9_L004","F1O11_S22_L004","F2R26_S13_L004","F2R35_S17_L004","F2O1_S26_L004","F204_S27_L004","F1R5_S6_L004","F2O9_S30_L004","F2R22_S10_L004","F1O12_S23_L004","F2O14_S32_L004","F1R3_S4_L004","F1R9_S8_L004","F1O13_S24_L004","F1O14_S25_L004","F1R1_S3_L004","F2O12_S31_L004","F2R30_S15_L004","F2R28_S14_L004","F1O3_S18_L004","F1R7_S7_L004","F2O5_S28_L004","F1R4_S5_L004"
"CARD|phgb|BX664015|103017-103833|ARO:3002641|APH3-PRIME-Ia|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME","Aminoglycosides","Aminoglycoside O-phosphotransferases","APH3-PRIME",1041,521,1508,786,1285,560,1384,843,1236,172,681,899,865,1504,804,1244,822,882,1237,938,316,1542,1561,1323,848,227,502,1290,123,80,1488
"CARD|phgb|BX664015|204137-204554|ARO:3000168|tetD|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETD","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETD",580,107,340,372,197,230,87,451,524,325,304,461,513,563,531,307,438,602,451,565,8,400,70,604,105,75,217,99,62,0,0
"CARD|phgb|CP000034|2662758-2663289|ARO:3000516|emrR|Multi-drug_resistance|MDR_regulator|EMRR","Multi-drug resistance","MDR regulator","EMRR",949,814,754,962,756,948,444,958,965,118,976,965,953,831,949,365,962,957,917,956,304,866,303,959,936,937,968,757,235,90,41
"CARD|phgb|CP003583|2403484-2405254|ARO:3000776|adeC|Multi-drug_resistance|Multi-drug_efflux_pumps|ADEC","Multi-drug resistance","Multi-drug efflux pumps","ADEC",0,56,3336,29,3290,0,3378,202,0,3335,0,0,0,0,0,0,158,3315,0,48,0,3329,3379,0,0,79,0,3350,510,0,2505
"CARD|phgb|D38215|0-1539|ARO:3002893|tcr3|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TCR3","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TCR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0
"CARD|phgb|D78168|1591-3130|ARO:3000254|emrY|Multi-drug_resistance|Multi-drug_efflux_pumps|EMRY","Multi-drug resistance","Multi-drug efflux pumps","EMRY",2734,1876,1664,2877,1326,2819,642,2899,2904,117,3007,2957,2730,2344,2757,410,2919,2988,2482,2774,551,1807,546,2955,2660,2708,2980,1779,466,135,61
"CARD|phgb|D78168|536-1592|ARO:3000206|emrK|Multi-drug_resistance|Multi-drug_efflux_pumps|EMRK","Multi-drug resistance","Multi-drug efflux pumps","EMRK",1924,1592,1526,2031,1087,1968,425,2027,2028,113,2053,2032,1925,1803,1953,341,2026,2041,1854,1971,386,1237,502,2035,1964,1989,2038,1319,506,115,44
"CARD|phgb|DQ256091|98-974|ARO:3001943|CTX-M-82|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",0,0,0,0,0,0,0,61,0,0,0,91,0,0,0,0,58,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"CARD|phgb|DQ303459|2174-3050|ARO:3001916|CTX-M-54|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CARD|phgb|DQ390458|3095-3995|ARO:3002609|aadA9|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,13,0,16,0,24,0,383,0,0,0,0,0,0,0,0,0,0,0,0,627,28,47,0,0,0,61,0,0,0
"CARD|phgb|EF210159|0-876|ARO:3001919|CTX-M-58|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CARD|phgb|EF219142|10-886|ARO:3001922|CTX-M-61|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CARD|phgb|FJ196385|11083-12313|ARO:3003107|mefB|MLS|Macrolide_resistance_efflux_pumps|MEFB","MLS","Macrolide resistance efflux pumps","MEFB",0,0,0,0,0,0,13,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CARD|phgb|FJ196385|8531-9323|ARO:3000413|sul3|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULIII","Sulfonamides","Sulfonamide-resistant dihydropteroate synthases","SULIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0
"CARD|phgb|FJ768952|0-1488|ARO:3000237|tolC|Multi-drug_resistance|Multi-drug_efflux_pumps|TOLC","Multi-drug resistance","Multi-drug efflux pumps","TOLC",2823,2441,2466,2844,2483,2817,1743,2867,2868,520,2903,2881,2816,2625,2840,1076,2868,2865,2807,2856,918,2674,1045,2885,2783,2824,2883,2411,846,398,99
"CARD|phgb|GQ343019|132-1023|ARO:3002999|CblA-1|betalactams|Class_A_betalactamases|CBLA","betalactams","Class A betalactamases","CBLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CARD|phgb|GU371926|50304-51165|ARO:3000903|TEM-33|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",621,196,104,540,116,186,0,474,606,0,357,747,455,0,348,0,449,119,338,559,0,16,0,560,250,302,192,0,0,0,0
"CARD|phgb|GU550123|144-1005|ARO:3001041|TEM-176|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",545,109,87,463,74,164,10,401,534,0,335,733,362,0,304,0,407,103,273,484,0,14,14,554,222,265,160,0,0,0,0
"CARD|phgb|HF953351|2461-3358|ARO:3002255|CARB-16|betalactams|Class_A_betalactamases|CARB","betalactams","Class A betalactamases","CARB",28,0,0,0,20,22,38,0,0,15,0,0,0,0,0,0,0,23,30,0,0,17,40,0,34,0,0,32,1597,27,1645
"CARD|phgb|HG423149|39-915|ARO:3001962|CTX-M-103|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CARD|phgb|HM755448|244-1120|ARO:3001957|CTX-M-98|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",221,54,0,579,0,164,0,0,0,0,130,545,169,0,0,0,0,0,67,0,0,0,0,0,192,544,158,0,0,0,0
"CARD|phgb|HQ185697|1267-2413|ARO:3002072|CMY-58|betalactams|Class_C_betalactamases|CMY","betalactams","Class C betalactamases","CMY",711,0,0,44,0,193,0,409,51,0,66,115,529,0,0,0,383,343,314,143,0,0,0,524,0,0,36,0,0,0,0
"CARD|phgb|HQ398215|244-1120|ARO:3001961|CTX-M-102|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",259,44,0,717,0,257,0,50,0,0,217,719,239,0,0,0,0,0,0,0,0,0,0,0,238,591,199,0,0,0,0
"CARD|phgb|HQ529916|110-971|ARO:3001045|TEM-183|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",91,243,0,102,0,144,0,183,85,0,51,155,73,0,49,0,173,0,277,84,0,0,0,92,33,53,0,0,0,0,0
"CARD|phgb|HQ833651|244-1120|ARO:3001965|CTX-M-105|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",129,30,0,375,0,110,0,28,0,0,93,373,75,0,0,0,0,0,53,0,0,0,0,0,127,374,81,0,0,0,0
"CARD|phgb|HQ833652|235-1111|ARO:3001963|CTX-M-104|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",439,106,0,1077,0,395,0,68,0,0,362,1025,363,20,0,0,69,0,140,0,0,0,0,0,420,869,314,0,0,10,0
"CARD|phgb|JN086160|1582-2407|ARO:3001777|OXA-347|betalactams|Class_D_betalactamases|OXA","betalactams","Class D betalactamases","OXA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,27,13,0,0
"CARD|phgb|JN790862|244-1120|ARO:3001980|CTX-M-121|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",194,38,0,592,0,137,0,37,0,0,130,573,180,0,0,0,50,0,56,0,0,0,0,0,143,507,135,0,0,0,0
"CARD|phgb|JN790863|232-1108|ARO:3001981|CTX-M-122|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",237,47,0,727,0,202,0,39,0,0,208,684,203,0,0,0,60,0,63,0,0,0,0,0,198,548,187,0,0,0,0
"CARD|phgb|JQ724542|174-1050|ARO:3001984|CTX-M-125|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",422,68,0,1044,0,371,0,90,0,0,304,1012,358,36,0,0,69,0,138,0,0,0,0,0,389,875,320,0,0,0,0
"CARD|phgb|JQ727667|0-870|ARO:3000825|robA|Multi-drug_resistance|MDR_regulator|ROBA","Multi-drug resistance","MDR regulator","ROBA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CARD|phgb|JX017364|238-1114|ARO:3001988|CTX-M-129|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",245,0,0,730,0,259,0,81,0,0,204,729,251,0,0,0,0,0,0,0,0,0,0,0,273,592,226,0,0,0,0
"CARD|phgb|JX017365|244-1120|ARO:3001989|CTX-M-130|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",373,66,0,967,0,341,0,57,0,0,270,915,297,35,0,0,80,0,140,0,0,0,0,0,365,807,295,0,0,0,0
"CARD|phgb|JX042489|141-1002|ARO:3000890|TEM-19|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,32,0,0
"CARD|phgb|JX514368|271-1417|ARO:3002107|CMY-94|betalactams|Class_C_betalactamases|CMY","betalactams","Class C betalactamases","CMY",852,0,0,84,0,186,0,510,71,0,84,168,587,0,0,0,502,393,415,267,0,0,0,573,0,0,0,0,0,0,0
"CARD|phgb|JX514369|296-1442|ARO:3002108|CMY-95|betalactams|Class_C_betalactamases|CMY","betalactams","Class C betalactamases","CMY",537,0,0,52,0,135,0,291,33,0,43,89,367,0,0,0,274,256,244,129,0,0,0,318,0,0,20,0,0,0,0
"CARD|phgb|KC292503|4334-5195|ARO:3000904|TEM-34|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",636,208,124,561,115,217,0,457,588,0,366,749,448,0,363,0,455,123,352,559,0,0,0,581,271,321,206,0,0,0,0
"CARD|phgb|KC895984|1081-1855|ARO:3002631|spd|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|SPD","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","SPD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,1219
"CARD|phgb|KF147862|0-654|ARO:3000559|adeN|Multi-drug_resistance|MDR_regulator|ADEN","Multi-drug resistance","MDR regulator","ADEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"CARD|phgb|KF152885|29328-29820|ARO:3002639|APH3-DPRIME-Ib|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME","Aminoglycosides","Aminoglycoside O-phosphotransferases","APH3-DPRIME",803,749,771,851,732,519,780,830,827,572,760,806,814,805,797,561,818,801,693,810,47,780,801,808,696,826,772,668,367,205,853
"CARD|phgb|KF732714|0-657|ARO:3002798|QnrS9|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS","Fluoroquinolones","Quinolone resistance protein Qnr","QNRS",0,86,0,166,0,0,0,422,0,0,0,112,0,0,0,0,428,0,0,0,0,0,0,0,0,39,0,0,0,0,0
"CARD|phgb|KJ020574|244-1120|ARO:3002006|CTX-M-148|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",251,59,0,730,0,231,0,42,0,0,204,697,245,0,0,0,54,0,110,0,0,0,0,0,244,672,227,0,0,0,0
"CARD|phgb|KP143090|1199-1619|ARO:3003209|FosA5|Fosfomycin|Fosfomycin_thiol_transferases|FOSA","Fosfomycin","Fosfomycin thiol transferases","FOSA",0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CARD|phgb|L12710|0-549|ARO:3002556|AAC6-PRIME-Ii|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC6-PRIME",0,23,935,8,949,0,958,71,0,950,0,0,0,0,0,0,52,938,0,22,0,949,968,0,0,22,0,956,171,0,792
"CARD|phgb|L20573|1317-1944|ARO:3002988|bcrB|Bacitracin|Bacitracin_ABC_transporter|BCRB","Bacitracin","Bacitracin ABC transporter","BCRB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,0
"CARD|phgb|L20573|297-1218|ARO:3002987|bcrA|Bacitracin|Bacitracin_ABC_transporter|BCRA","Bacitracin","Bacitracin ABC transporter","BCRA",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0
"CARD|phgb|M35190|0-624|ARO:3002670|cat|Phenicol|Chloramphenicol_acetyltransferases|CAT","Phenicol","Chloramphenicol acetyltransferases","CAT",0,14,155,6,6,0,609,0,0,214,31,14,0,0,53,0,0,12,0,9,84,214,316,0,29,0,14,303,0,0,47
"CARD|phgb|NC_002156|1429-2290|ARO:3000979|TEM-116|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",0,100,0,0,35,78,14,106,104,0,55,140,0,0,51,0,88,0,204,104,0,0,0,0,39,0,0,0,20,12,0
"CARD|phgb|NC_002516|4705955-4706402|ARO:3000806|mexG|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXG","Multi-drug resistance","Multi-drug efflux pumps","MEXG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"CARD|phgb|NC_002695|1737553-1737967|ARO:3000676|H-NS|Multi-drug_resistance|MDR_regulator|HNS","Multi-drug resistance","MDR regulator","HNS",617,523,331,659,429,634,170,660,679,52,706,674,632,501,641,193,667,647,598,637,125,375,145,658,564,600,684,372,103,39,29
"CARD|phgb|NC_002695|3211891-3212506|ARO:3000832|evgA|Multi-drug_resistance|MDR_regulator|EVGA","Multi-drug resistance","MDR regulator","EVGA",1016,654,649,1041,445,977,146,1035,1065,47,1067,1070,995,774,1012,242,1045,1043,916,998,195,422,172,1063,921,939,1031,568,177,45,31
"CARD|phgb|NC_002695|4903561-4904935|ARO:3000830|cpxA|Multi-drug_resistance|MDR_regulator|CPXA","Multi-drug resistance","MDR regulator","CPXA",2191,1152,1096,1885,1421,1581,772,2119,1987,183,1605,1930,2141,1220,1846,704,2087,1508,1774,2042,302,1132,416,1964,1584,1851,1577,1029,0,114,49
"CARD|phgb|NC_002695|4904931-4905630|ARO:3000831|cpxR|Multi-drug_resistance|MDR_regulator|CPXA","Multi-drug resistance","MDR regulator","CPXA",662,681,558,1097,679,767,377,1128,970,51,1159,1117,737,793,908,146,1124,1138,809,929,95,935,167,1100,892,1059,1124,372,131,55,10
"CARD|phgb|NC_002951|1987719-1989456|ARO:3000489|sav1866|Multi-drug_resistance|Multi-drug_efflux_pumps|SAV1866","Multi-drug resistance","Multi-drug efflux pumps","SAV1866",0,0,180,0,232,0,346,0,0,155,0,0,0,0,0,0,0,157,0,0,0,147,401,0,0,0,0,285,0,0,0
"CARD|phgb|NC_007779|1115840-1117067|ARO:3001329|mdtG|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTG","Multi-drug resistance","Multi-drug efflux pumps","MDTG",2281,1852,1849,2326,2014,2259,1393,2326,2338,392,2384,2348,2274,1954,2316,593,2335,2337,2219,2315,634,2171,761,2354,2235,2290,2365,1832,552,188,77
"CARD|phgb|NC_007779|1621287-1621671|ARO:3000263|marA|Multi-drug_resistance|MDR_regulator|MARA","Multi-drug resistance","MDR regulator","MARA",645,517,401,657,440,635,205,662,660,42,698,672,629,520,651,176,668,674,622,659,117,415,129,676,605,632,682,414,133,30,18
"CARD|phgb|NC_007779|1745170-1746544|ARO:3001327|mdtK|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTK","Multi-drug resistance","Multi-drug efflux pumps","MDTK",2508,1977,1743,2581,2151,2460,1483,2559,2568,312,2641,2614,2502,2011,2544,653,2561,2580,2367,2537,591,2283,645,2593,2378,2512,2625,1801,476,145,78
"CARD|phgb|NC_007779|2166412-2167135|ARO:3000828|baeR|Multi-drug_resistance|MDR_regulator|BAER","Multi-drug resistance","MDR regulator","BAER",1360,1240,1129,1385,1307,1363,977,1380,1387,285,1392,1388,1370,1265,1380,624,1385,1381,1354,1374,487,1330,545,1386,1363,1381,1393,1187,429,181,77
"CARD|phgb|NC_007779|2586250-2589364|ARO:3000491|acrD|Aminoglycosides|Aminoglycoside_efflux_pumps|ACRD","Aminoglycosides","Aminoglycoside efflux pumps","ACRD",6022,4978,4933,6069,5332,5936,4013,6036,6057,1087,6133,6095,5967,5268,5998,2439,6027,6070,5900,6038,1912,5718,2047,6090,5909,5989,6120,4866,1566,732,173
"CARD|phgb|NC_007779|3974604-3975429|ARO:3000508|gadX|Multi-drug_resistance|MDR_regulator|GADX","Multi-drug resistance","MDR regulator","GADX",1203,806,1037,1256,585,1441,296,1368,1386,58,1514,1404,1388,1142,1349,172,1396,1485,1302,1417,274,840,280,1501,1250,1018,1487,927,246,125,29
"CARD|phgb|NC_007779|4336858-4337950|ARO:3003583|PmrB|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|PMRB","Cationic antimicrobial peptides","Polymyxin B resistance regulator","PMRB",35,13,0,31,0,0,0,52,0,0,108,110,8,0,389,0,79,22,20,105,16,0,0,101,33,15,38,0,0,0,0
"CARD|phgb|NC_007779|567537-567870|ARO:3000264|emrE|Multi-drug_resistance|Multi-drug_efflux_pumps|EMRE","Multi-drug resistance","Multi-drug efflux pumps","EMRE",166,138,29,347,143,69,67,188,313,4,442,381,125,175,195,54,177,347,92,225,0,100,37,271,173,250,392,14,7,0,0
"CARD|phgb|NC_007795|1360280-1361636|ARO:3000839|arlS|Multi-drug_resistance|MDR_regulator|ARLS","Multi-drug resistance","MDR regulator","ARLS",0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,24,0,0,0
"CARD|phgb|NC_009641|1461588-1462248|ARO:3000838|arlR|Multi-drug_resistance|MDR_regulator|ARLS","Multi-drug resistance","MDR regulator","ARLS",0,0,35,0,20,0,48,0,0,35,0,0,0,0,0,0,0,19,0,0,0,32,63,0,0,0,0,27,0,0,0
"CARD|phgb|NC_009725|543798-544848|ARO:3002814|clbA|Phenicol|Phenicol_23S_rRNA_methyltransferases|CLBA","Phenicol","Phenicol 23S rRNA methyltransferases","CLBA",0,130,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,12,0,0,0,12,29,0,0,0,52,31,0,0,0
"CARD|phgb|NC_010400|1365938-1369118|ARO:3000778|adeG|Multi-drug_resistance|Multi-drug_efflux_pumps|ADEG","Multi-drug resistance","Multi-drug efflux pumps","ADEG",0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,59,0,0,85,0,0,0,61,0,0,0,0
"CARD|phgb|NC_010400|1369124-1370342|ARO:3000777|adeF|Multi-drug_resistance|Multi-drug_efflux_pumps|ADEF","Multi-drug resistance","Multi-drug efflux pumps","ADEF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,17,20,0,0,0,0,0,0,0
"CARD|phgb|NC_010410|1255006-1256458|ARO:3000779|adeH|Multi-drug_resistance|Multi-drug_efflux_pumps|ADEH","Multi-drug resistance","Multi-drug efflux pumps","ADEH",0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,39,0,0,0,0,0,0,0,0
"CARD|phgb|NC_010410|3621491-3622283|ARO:3002601|aadA|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,61,343,1367,362,138,1213,399,127,85,959,1365,304,171,0,9,334,856,316,29,0,50,785,597,171,114,841,395,1188,47,1211
"CARD|phgb|NC_010410|3676915-3677389|ARO:3002854|dfrA1|Trimethoprim|Dihydrofolate_reductase|DFRA","Trimethoprim","Dihydrofolate reductase","DFRA",0,64,168,440,230,202,0,348,79,29,350,549,247,0,71,16,271,615,375,27,0,23,11,448,144,8,259,82,890,81,894
"CARD|phgb|NC_012469|1800927-1802391|ARO:3000616|mel|MLS|Macrolide_resistance_efflux_pumps|MEL","MLS","Macrolide resistance efflux pumps","MEL",1164,0,1175,0,0,0,0,0,0,811,0,0,956,1609,40,0,0,0,200,254,0,0,60,0,0,0,0,915,124,0,0
"CARD|phgb|NC_012547|21239-21638|ARO:3001205|bleomycin|Glycopeptides|Bleomycin_resistance_protein|BRP","Glycopeptides","Bleomycin resistance protein","BRP",0,144,104,97,101,0,0,0,331,23,0,16,0,0,0,0,0,0,0,0,29,13,0,246,10,0,0,57,34,0,183
"CARD|phgb|NC_013450|694852-695296|ARO:3000815|mgrA|Multi-drug_resistance|MDR_regulator|MGRA","Multi-drug resistance","MDR regulator","MGRA",0,0,16,0,31,0,48,0,0,20,0,0,0,0,0,0,0,22,0,0,0,24,55,0,0,0,0,22,0,0,0
"CARD|phgb|NC_023287|60996-61860|ARO:3002626|ANT6-Ia|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT6",129,582,967,0,711,0,873,95,746,779,826,0,289,314,517,169,0,481,405,603,173,524,929,318,340,224,665,890,504,78,1068
"CARD|phgb|NC_023287|65291-66509|ARO:3000615|mefA|MLS|Macrolide_resistance_efflux_pumps|MEFA","MLS","Macrolide resistance efflux pumps","MEFA",0,0,839,0,0,0,0,0,0,717,0,0,0,613,0,0,0,0,0,0,0,0,0,0,0,0,0,930,27,0,0
"CARD|phgb|U00096|1124117-1125326|ARO:3001216|mdtH|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTH","Multi-drug resistance","Multi-drug efflux pumps","MDTH",2218,1615,1414,2277,1915,2176,1373,2274,2286,298,2318,2299,2182,1712,2233,548,2265,2259,2077,2255,526,2015,568,2281,2065,2224,2296,1662,412,143,51
"CARD|phgb|U00096|1188315-1189776|ARO:3000835|phoQ|Multi-drug_resistance|MDR_regulator|PHOQ","Multi-drug resistance","MDR regulator","PHOQ",2798,2395,2314,2811,2524,2735,1705,2792,2805,481,2842,2819,2764,2509,2782,1095,2787,2804,2738,2789,955,2615,960,2814,2734,2786,2835,2399,756,292,123
"CARD|phgb|U00096|2098446-2099613|ARO:3003577|PmrE|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRC","Cationic antimicrobial peptides","Lipid A modification","PMRC",0,0,0,47,0,0,0,0,0,0,111,84,0,0,254,0,28,0,0,41,0,0,0,43,13,0,0,0,0,0,0
"CARD|phgb|U00096|2154015-2155263|ARO:3000792|mdtA|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTA","Multi-drug resistance","Multi-drug efflux pumps","MDTA",2379,1971,2106,2386,2145,2369,1833,2393,2386,419,2415,2403,2373,2142,2367,859,2401,2402,2376,2396,654,2349,867,2406,2357,2334,2401,2144,553,293,69
"CARD|phgb|U00096|2155262-2158385|ARO:3000793|mdtB|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTB","Multi-drug resistance","Multi-drug efflux pumps","MDTB",6064,5242,5292,6163,5571,6028,4710,6151,6128,1465,6184,6152,6085,5436,6092,2353,6137,6172,5962,6101,1922,6036,2350,6164,6005,6111,6177,5393,1422,853,189
"CARD|phgb|U00096|2158385-2161463|ARO:3000794|mdtC|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTC","Multi-drug resistance","Multi-drug efflux pumps","MDTC",5956,5154,5403,6076,5655,5968,4791,6068,6065,1254,6093,6082,5992,5442,6010,2407,6074,6084,5893,6012,1698,5939,2423,6081,5973,6029,6092,5421,1598,954,215
"CARD|phgb|U00096|2367070-2368039|ARO:3003578|PmrF|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF","Cationic antimicrobial peptides","Lipid A modification","PMRF",297,0,0,287,0,0,0,257,279,0,399,371,0,0,479,0,280,233,0,264,43,0,0,346,196,0,315,0,25,0,0
"CARD|phgb|U00096|2368038-2370021|ARO:3002985|arnA|Cationic_antimicrobial_peptides|Lipid_A_modification|ARNA","Cationic antimicrobial peptides","Lipid A modification","ARNA",3745,3271,3248,3840,3304,3773,2337,3825,3833,630,3881,3853,3800,3370,3803,1193,3824,3835,3683,3802,1303,3559,1475,3860,3750,3769,3855,3243,1129,526,142
"CARD|phgb|U00096|2484373-2487967|ARO:3000833|evgS|Multi-drug_resistance|MDR_regulator|EVGS","Multi-drug resistance","MDR regulator","EVGS",5616,4407,4295,6583,2786,6581,984,6651,6608,277,7071,6800,6030,5367,6167,1177,6795,6960,5538,6143,1129,3080,1238,6925,6161,6117,6976,3939,1212,251,148
"CARD|phgb|U00096|2812615-2814154|ARO:3000074|emrB|Multi-drug_resistance|Multi-drug_efflux_pumps|EMRB","Multi-drug resistance","Multi-drug efflux pumps","EMRB",2935,2390,2403,2942,2596,2878,1985,2956,2932,598,2997,2975,2915,2507,2896,906,2944,2988,2809,2921,915,2824,1048,2975,2853,2912,2994,2311,730,331,106
"CARD|phgb|U00096|3203309-3204131|ARO:3002986|bacA|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA","Bacitracin","Undecaprenyl pyrophosphate phosphatase","BACA",855,986,1024,1216,815,1072,725,1438,1150,96,1460,1213,1158,1134,1117,185,1462,1507,1165,1366,124,1362,221,1469,1070,941,1476,858,226,150,16
"CARD|phgb|U00096|3412802-3413465|ARO:3000656|acrS|Aminoglycosides|Aminoglycoside_efflux_regulator|ACRS","Aminoglycosides","Aminoglycoside efflux regulator","ACRS",1113,845,815,1138,861,1115,386,1141,1156,72,1195,1170,1118,986,1112,307,1147,1150,1068,1125,312,810,296,1150,1094,1085,1163,885,258,99,37
"CARD|phgb|U00096|3413863-3415021|ARO:3000499|acrE|Aminoglycosides|Aminoglycoside_efflux_pumps|ACRE","Aminoglycosides","Aminoglycoside efflux pumps","ACRE",2201,2049,2029,2211,2079,2200,1694,2216,2227,567,2226,2227,2206,2124,2213,971,2215,2215,2199,2214,986,2173,1011,2222,2196,2216,2223,2027,798,361,106
